 Total Fwd Packets,Total Length of Fwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags,FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Variance, Down/Up Ratio, Label
2685,8299,517,0,3.090875233,17376,0,0,0,0,0,0,0,1,0,0,0,17376,1713.525708,7125639.337,0,Heartbleed
2797,13712,5792,0,4.902395424,13032,0,0,0,0,0,0,0,0,1,0,0,13032,1643.961699,6244885.935,0,Heartbleed
590,7442,5792,0,12.61355932,13032,0,0,0,0,0,0,0,0,1,0,0,13032,1606.540409,5839352.859,0,Heartbleed
2794,12264,4344,0,4.38940587,13032,0,0,0,0,0,0,0,0,1,0,0,13032,1603.27797,5673493.274,0,Heartbleed
2792,13712,5792,0,4.911174785,14480,0,0,0,0,0,0,0,0,1,0,0,14480,1610.776871,5827834.935,0,Heartbleed
2805,13712,5792,0,4.888413547,17376,0,0,0,0,0,0,0,0,1,0,0,17376,1633.870707,6348930.654,0,Heartbleed
2782,9368,1448,0,3.36736161,17376,0,0,0,0,0,0,0,0,1,0,0,17376,1620.124795,5893662.519,0,Heartbleed
2802,20858,5792,0,7.443968594,13032,0,0,0,0,0,0,0,0,1,0,0,13032,1609.658932,5893055.501,0,Heartbleed
2791,13712,5792,0,4.912934432,13032,0,0,0,0,0,0,0,0,1,0,0,13032,1609.782307,5654667.975,0,Heartbleed
5,212,194,0,42.4,128,0,0,0,0,0,0,0,1,0,0,0,194,35.2,4645.511111,0,Bot
33,134342,20440,0,4070.969697,128,0,0,0,0,0,0,0,1,0,0,0,20440,1585.458824,12200000.0,1,Bot
5,213,195,0,42.6,129,0,0,0,0,0,0,0,1,0,0,0,195,35.8,4677.066667,0,Bot
9,322,322,0,35.77777778,256,0,0,0,0,0,0,0,1,0,0,0,322,30.42105263,8424.25731,1,Bot
5,213,195,0,42.6,128,0,0,0,0,0,0,0,1,0,0,0,195,35.4,4674.488889,0,Bot
5,216,198,0,43.2,128,0,0,0,0,0,0,0,1,0,0,0,198,35.7,4781.788889,0,Bot
33,146714,18980,0,4445.878788,128,0,0,0,0,0,0,0,1,0,0,0,18980,1443.509804,9105014.45,2,Bot
4,1723,1711,0,430.75,128,0,0,0,0,0,0,0,1,0,0,0,1711,232.125,358993.8393,0,Bot
6,5737,2805,0,956.1666667,128,0,0,0,0,0,0,0,1,0,0,0,2805,490.25,842149.8409,0,Bot
37,205731,20440,0,5560.297297,128,0,0,0,0,0,0,0,1,0,0,0,20440,1763.42735,14600000.0,2,Bot
7,50,20,0,7.142857143,5840,0,0,0,0,0,0,0,0,1,0,0,5840,777.5333333,2684752.981,1,DDoS
8,56,20,0,7.0,5840,0,0,0,0,0,0,0,0,1,0,0,5840,728.9375,2259340.996,0,DDoS
8,56,20,0,7.0,8760,0,0,0,0,0,0,0,0,1,0,0,8760,777.9333333,5120203.21,0,DDoS
3,26,20,0,8.666666667,4380,0,0,0,0,0,0,0,1,0,0,0,4380,1162.7,3208087.122,2,DDoS
2,20,20,0,10.0,4380,0,0,0,0,0,0,0,1,0,0,0,4380,1162.7,2734398.233,3,DDoS
8,56,20,0,7.0,2920,0,0,0,0,0,0,0,0,1,0,0,2920,728.9375,1406700.996,0,DDoS
3,26,20,0,8.666666667,7300,0,0,0,0,0,0,0,1,0,0,0,7300,1057.545455,4714190.673,2,DDoS
2,20,20,0,10.0,8760,0,0,0,0,0,0,0,1,0,0,0,8760,1453.375,9696700.839,2,DDoS
8,56,20,0,7.0,4380,0,0,0,0,0,0,0,0,1,0,0,4380,728.9375,1674367.663,0,DDoS
4,32,20,0,8.0,4380,0,0,0,0,0,0,0,1,0,0,0,4380,1057.545455,2557770.673,1,DDoS
9,103,25,0,11.44444444,34,0,0,0,0,0,0,0,1,0,0,0,34,11.64,159.4066667,1,FTP-Patator
9,101,24,0,11.22222222,34,0,0,0,0,0,0,0,1,0,0,0,34,11.56,156.5066667,1,FTP-Patator
9,102,22,0,11.33333333,34,0,0,0,0,0,0,0,1,0,0,0,34,11.6,156.5833333,1,FTP-Patator
9,111,26,0,12.33333333,34,0,0,0,0,0,0,0,1,0,0,0,34,11.96,163.8733333,1,FTP-Patator
9,98,23,0,10.88888889,34,0,0,0,0,0,0,0,1,0,0,0,34,11.44,154.7566667,1,FTP-Patator
9,113,27,0,12.55555556,34,0,0,0,0,0,0,0,1,0,0,0,34,12.04,165.8733333,1,FTP-Patator
9,98,20,0,10.88888889,34,0,0,0,0,0,0,0,1,0,0,0,34,11.44,153.59,1,FTP-Patator
9,105,23,0,11.66666667,34,0,0,0,0,0,0,0,1,0,0,0,34,11.72,158.5433333,1,FTP-Patator
9,114,31,0,12.66666667,34,0,0,0,0,0,0,0,1,0,0,0,34,12.08,169.2433333,1,FTP-Patator
9,100,24,0,11.11111111,34,0,0,0,0,0,0,0,1,0,0,0,34,11.52,156.0933333,1,FTP-Patator
25,2344,640,0,93.76,976,0,0,0,0,0,0,0,1,0,0,0,976,83.42622951,32274.74863,1,SSH-Patator
26,2040,640,0,78.46153846,976,0,0,0,0,0,0,0,1,0,0,0,976,116.3333333,58526.22581,1,SSH-Patator
21,2008,640,0,95.61904762,976,0,0,0,0,0,0,0,1,0,0,0,976,88.01851852,35944.47135,1,SSH-Patator
2,24,24,0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,24,12.0,192.0,0,SSH-Patator
24,2120,640,0,88.33333333,976,0,0,0,0,0,0,0,1,0,0,0,976,86.47368421,34175.3609,1,SSH-Patator
19,1992,640,0,104.8421053,976,0,0,0,0,0,0,0,1,0,0,0,976,92.88235294,37601.94588,1,SSH-Patator
25,2024,640,0,80.96,976,0,0,0,0,0,0,0,1,0,0,0,976,82.22413793,33949.51028,1,SSH-Patator
25,2072,640,0,82.88,976,0,0,0,0,0,0,0,1,0,0,0,976,80.27419355,31816.07113,1,SSH-Patator
28,2040,640,0,72.85714286,976,0,0,0,0,0,0,0,1,0,0,0,976,111.0454545,56421.24406,1,SSH-Patator
32,2440,640,0,76.25,976,0,0,0,0,0,0,0,1,0,0,0,976,71.59210526,26443.7914,1,SSH-Patator
6,62,62,0,10.33333333,5792,0,0,0,0,0,0,0,1,0,0,0,5792,895.2307692,2974127.692,1,PortScan
3,18,18,0,6.0,4355,0,0,0,0,0,0,0,1,0,0,0,4355,1161.3,3637480.456,2,PortScan
4,18,18,0,4.5,0,0,0,0,0,0,0,0,1,0,0,0,18,2.571428571,46.28571429,0,PortScan
2,2,2,0,1.0,6,6,0,0,0,0,0,0,1,0,0,0,6,3.2,7.2,1,PortScan
6,62,62,0,10.33333333,5784,0,0,0,0,0,0,0,1,0,0,0,5784,969.8333333,3921692.697,0,PortScan
4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PortScan
6,330,330,0,55.0,3525,0,0,0,0,0,0,0,1,0,0,0,3525,385.5,1227602.5,0,PortScan
3,18,18,0,6.0,5792,0,0,0,0,0,0,0,1,0,0,0,5792,1161.3,3633940.9,2,PortScan
4,0,0,0,0.0,20,0,0,0,0,0,0,0,1,0,0,0,20,2.857142857,57.14285714,0,PortScan
3,18,18,0,6.0,5792,0,0,0,0,0,0,0,1,0,0,0,5792,1161.3,4569348.9,2,PortScan
